"Starting_clues","Basic","Basic_solved","Hidden","Candidates","Xwing","Solved","Start_overs","Elapsed_time","Max_count","Difficulty_Level","Actual_difficulty","Board","Solution"
37,3,44,0,0,0,81,0,0.3702538013458252,50,0,0,"[[4| 0| 0| 9| 0| 0| 6| 0| 0]| [0| 5| 8| 0| 4| 0| 0| 3| 0]| [2| 9| 0| 0| 3| 0| 0| 0| 8]| [0| 0| 0| 0| 0| 1| 0| 9| 7]| [0| 8| 0| 0| 9| 0| 4| 5| 0]| [0| 7| 0| 6| 5| 0| 0| 0| 0]| [6| 0| 7| 0| 0| 0| 5| 8| 4]| [0| 0| 0| 0| 7| 0| 0| 6| 0]| [0| 4| 0| 3| 0| 8| 7| 2| 1]]","[[4| 1| 3| 9| 8| 2| 6| 7| 5]| [7| 5| 8| 1| 4| 6| 2| 3| 9]| [2| 9| 6| 5| 3| 7| 1| 4| 8]| [5| 6| 4| 8| 2| 1| 3| 9| 7]| [1| 8| 2| 7| 9| 3| 4| 5| 6]| [3| 7| 9| 6| 5| 4| 8| 1| 2]| [6| 3| 7| 2| 1| 9| 5| 8| 4]| [8| 2| 1| 4| 7| 5| 9| 6| 3]| [9| 4| 5| 3| 6| 8| 7| 2| 1]]"
39,9,42,0,0,0,81,1,2.692155122756958,50,0,0,"[[5| 7| 4| 9| 6| 0| 3| 0| 1]| [2| 0| 0| 0| 0| 1| 0| 4| 0]| [0| 3| 0| 0| 5| 7| 0| 0| 6]| [0| 2| 7| 0| 8| 6| 0| 0| 4]| [0| 0| 0| 1| 7| 0| 0| 0| 2]| [6| 4| 0| 0| 0| 3| 0| 7| 0]| [0| 0| 0| 0| 0| 9| 1| 0| 8]| [7| 0| 0| 0| 0| 0| 0| 5| 0]| [8| 0| 0| 0| 0| 0| 0| 2| 3]]","[[5| 7| 4| 9| 6| 2| 3| 8| 1]| [2| 9| 6| 8| 3| 1| 5| 4| 7]| [1| 3| 8| 4| 5| 7| 2| 9| 6]| [3| 2| 7| 5| 8| 6| 9| 1| 4]| [9| 8| 5| 1| 7| 4| 6| 3| 2]| [6| 4| 1| 2| 9| 3| 8| 7| 5]| [4| 5| 3| 7| 2| 9| 1| 6| 8]| [7| 6| 2| 3| 1| 8| 4| 5| 9]| [8| 1| 9| 6| 4| 5| 7| 2| 3]]"
40,19,41,0,0,0,81,0,0.3749074935913086,50,0,0,"[[0| 0| 0| 0| 0| 9| 0| 0| 0]| [2| 0| 0| 6| 3| 0| 0| 4| 9]| [0| 1| 9| 0| 7| 0| 0| 0| 0]| [0| 8| 4| 0| 0| 0| 9| 6| 2]| [6| 0| 0| 1| 9| 8| 0| 0| 0]| [0| 0| 3| 0| 2| 0| 8| 0| 7]| [0| 0| 2| 9| 0| 4| 0| 0| 0]| [0| 0| 0| 3| 6| 0| 0| 0| 0]| [0| 9| 1| 5| 8| 0| 4| 2| 6]]","[[5| 3| 6| 8| 4| 9| 2| 7| 1]| [2| 7| 8| 6| 3| 1| 5| 4| 9]| [4| 1| 9| 2| 7| 5| 6| 8| 3]| [1| 8| 4| 7| 5| 3| 9| 6| 2]| [6| 2| 7| 1| 9| 8| 3| 5| 4]| [9| 5| 3| 4| 2| 6| 8| 1| 7]| [8| 6| 2| 9| 1| 4| 7| 3| 5]| [7| 4| 5| 3| 6| 2| 1| 9| 8]| [3| 9| 1| 5| 8| 7| 4| 2| 6]]"
39,14,42,0,0,0,81,0,0.36910343170166016,50,0,0,"[[0| 5| 7| 0| 0| 0| 2| 0| 0]| [0| 0| 0| 0| 4| 0| 0| 3| 0]| [0| 3| 2| 9| 0| 5| 1| 0| 6]| [0| 0| 4| 0| 6| 1| 0| 0| 0]| [7| 0| 0| 2| 5| 0| 0| 0| 3]| [0| 9| 0| 0| 0| 8| 0| 6| 0]| [0| 4| 0| 3| 9| 0| 8| 0| 0]| [8| 7| 3| 0| 0| 4| 0| 0| 1]| [0| 0| 9| 0| 8| 0| 3| 0| 4]]","[[6| 5| 7| 8| 1| 3| 2| 4| 9]| [9| 1| 8| 6| 4| 2| 5| 3| 7]| [4| 3| 2| 9| 7| 5| 1| 8| 6]| [3| 2| 4| 7| 6| 1| 9| 5| 8]| [7| 8| 6| 2| 5| 9| 4| 1| 3]| [1| 9| 5| 4| 3| 8| 7| 6| 2]| [2| 4| 1| 3| 9| 6| 8| 7| 5]| [8| 7| 3| 5| 2| 4| 6| 9| 1]| [5| 6| 9| 1| 8| 7| 3| 2| 4]]"
39,12,42,0,0,0,81,0,0.4014573097229004,50,0,0,"[[3| 5| 0| 0| 0| 1| 8| 0| 2]| [7| 0| 2| 4| 0| 0| 0| 0| 0]| [0| 0| 8| 3| 0| 0| 5| 0| 0]| [0| 0| 0| 7| 9| 0| 0| 0| 6]| [6| 0| 0| 8| 0| 2| 0| 3| 0]| [0| 0| 3| 0| 0| 0| 0| 9| 0]| [0| 9| 6| 0| 3| 8| 0| 4| 0]| [0| 3| 0| 5| 4| 0| 6| 0| 1]| [4| 8| 0| 6| 0| 0| 0| 0| 3]]","[[3| 5| 4| 9| 7| 1| 8| 6| 2]| [7| 6| 2| 4| 8| 5| 3| 1| 9]| [9| 1| 8| 3| 2| 6| 5| 7| 4]| [8| 2| 1| 7| 9| 3| 4| 5| 6]| [6| 4| 9| 8| 5| 2| 1| 3| 7]| [5| 7| 3| 1| 6| 4| 2| 9| 8]| [1| 9| 6| 2| 3| 8| 7| 4| 5]| [2| 3| 7| 5| 4| 9| 6| 8| 1]| [4| 8| 5| 6| 1| 7| 9| 2| 3]]"
39,6,42,0,0,0,81,0,0.3892495632171631,50,0,0,"[[0| 0| 0| 6| 0| 0| 7| 5| 2]| [5| 0| 1| 8| 2| 7| 3| 0| 0]| [2| 6| 7| 3| 0| 0| 0| 0| 8]| [0| 0| 6| 2| 3| 0| 0| 8| 0]| [0| 0| 0| 0| 1| 0| 0| 0| 3]| [0| 2| 0| 0| 0| 0| 4| 0| 1]| [0| 0| 0| 4| 0| 0| 0| 0| 0]| [0| 4| 0| 7| 8| 2| 0| 3| 5]| [0| 5| 8| 0| 0| 0| 0| 0| 9]]","[[3| 8| 4| 6| 9| 1| 7| 5| 2]| [5| 9| 1| 8| 2| 7| 3| 6| 4]| [2| 6| 7| 3| 4| 5| 9| 1| 8]| [9| 1| 6| 2| 3| 4| 5| 8| 7]| [4| 7| 5| 9| 1| 8| 6| 2| 3]| [8| 2| 3| 5| 7| 6| 4| 9| 1]| [1| 3| 2| 4| 5| 9| 8| 7| 6]| [6| 4| 9| 7| 8| 2| 1| 3| 5]| [7| 5| 8| 1| 6| 3| 2| 4| 9]]"
37,14,44,0,0,0,81,0,0.3365144729614258,50,0,0,"[[7| 0| 0| 1| 0| 6| 8| 0| 0]| [0| 0| 0| 0| 0| 2| 7| 0| 0]| [0| 5| 0| 0| 9| 0| 2| 1| 4]| [0| 0| 9| 0| 0| 1| 5| 0| 0]| [2| 0| 3| 0| 0| 5| 4| 9| 0]| [8| 0| 0| 4| 0| 9| 6| 7| 0]| [0| 3| 0| 9| 0| 8| 0| 5| 7]| [0| 0| 7| 0| 0| 0| 0| 2| 0]| [0| 0| 0| 7| 1| 0| 0| 0| 6]]","[[7| 4| 2| 1| 5| 6| 8| 3| 9]| [9| 8| 1| 3| 4| 2| 7| 6| 5]| [3| 5| 6| 8| 9| 7| 2| 1| 4]| [4| 6| 9| 2| 7| 1| 5| 8| 3]| [2| 7| 3| 6| 8| 5| 4| 9| 1]| [8| 1| 5| 4| 3| 9| 6| 7| 2]| [6| 3| 4| 9| 2| 8| 1| 5| 7]| [1| 9| 7| 5| 6| 4| 3| 2| 8]| [5| 2| 8| 7| 1| 3| 9| 4| 6]]"
37,11,44,0,0,0,81,0,0.3324110507965088,50,0,0,"[[3| 0| 2| 8| 0| 4| 0| 6| 0]| [0| 0| 4| 3| 0| 0| 0| 0| 0]| [0| 0| 7| 1| 2| 0| 0| 8| 4]| [0| 3| 0| 2| 0| 5| 0| 0| 0]| [7| 4| 0| 6| 0| 0| 0| 0| 0]| [2| 0| 0| 0| 7| 1| 0| 0| 9]| [1| 0| 3| 0| 0| 0| 8| 4| 7]| [5| 2| 8| 7| 0| 3| 1| 0| 0]| [0| 0| 0| 0| 0| 0| 5| 0| 0]]","[[3| 1| 2| 8| 9| 4| 7| 6| 5]| [8| 6| 4| 3| 5| 7| 9| 1| 2]| [9| 5| 7| 1| 2| 6| 3| 8| 4]| [6| 3| 9| 2| 8| 5| 4| 7| 1]| [7| 4| 1| 6| 3| 9| 2| 5| 8]| [2| 8| 5| 4| 7| 1| 6| 3| 9]| [1| 9| 3| 5| 6| 2| 8| 4| 7]| [5| 2| 8| 7| 4| 3| 1| 9| 6]| [4| 7| 6| 9| 1| 8| 5| 2| 3]]"
42,11,39,0,0,0,81,0,0.3895885944366455,50,0,0,"[[0| 6| 0| 0| 4| 7| 0| 0| 0]| [1| 0| 3| 6| 2| 0| 0| 9| 4]| [2| 0| 4| 8| 0| 0| 0| 1| 6]| [7| 0| 0| 0| 3| 0| 4| 0| 0]| [4| 0| 8| 0| 0| 0| 9| 0| 0]| [0| 0| 0| 0| 0| 9| 3| 0| 0]| [3| 8| 0| 0| 0| 4| 0| 2| 0]| [9| 0| 2| 0| 0| 0| 5| 0| 0]| [6| 0| 5| 0| 0| 0| 1| 7| 3]]","[[8| 6| 9| 1| 4| 7| 2| 3| 5]| [1| 7| 3| 6| 2| 5| 8| 9| 4]| [2| 5| 4| 8| 9| 3| 7| 1| 6]| [7| 9| 6| 2| 3| 8| 4| 5| 1]| [4| 3| 8| 7| 5| 1| 9| 6| 2]| [5| 2| 1| 4| 6| 9| 3| 8| 7]| [3| 8| 7| 5| 1| 4| 6| 2| 9]| [9| 1| 2| 3| 7| 6| 5| 4| 8]| [6| 4| 5| 9| 8| 2| 1| 7| 3]]"
36,14,45,0,0,0,81,0,0.44336533546447754,50,0,0,"[[0| 9| 0| 4| 0| 8| 0| 0| 0]| [0| 0| 0| 0| 9| 0| 0| 6| 7]| [0| 1| 0| 0| 7| 3| 0| 0| 0]| [0| 0| 1| 0| 0| 0| 0| 5| 0]| [0| 0| 9| 5| 3| 7| 6| 0| 0]| [0| 0| 3| 8| 2| 1| 7| 0| 9]| [9| 3| 0| 0| 0| 0| 5| 2| 0]| [0| 5| 0| 9| 0| 0| 4| 0| 3]| [0| 2| 0| 3| 0| 0| 9| 0| 6]]","[[7| 9| 2| 4| 6| 8| 1| 3| 5]| [3| 4| 8| 1| 9| 5| 2| 6| 7]| [6| 1| 5| 2| 7| 3| 8| 9| 4]| [2| 7| 1| 6| 4| 9| 3| 5| 8]| [4| 8| 9| 5| 3| 7| 6| 1| 2]| [5| 6| 3| 8| 2| 1| 7| 4| 9]| [9| 3| 4| 7| 8| 6| 5| 2| 1]| [8| 5| 6| 9| 1| 2| 4| 7| 3]| [1| 2| 7| 3| 5| 4| 9| 8| 6]]"
36,10,45,0,0,0,81,0,0.37015771865844727,50,0,0,"[[0| 0| 9| 0| 5| 3| 2| 0| 0]| [0| 1| 7| 0| 0| 4| 5| 0| 9]| [0| 0| 0| 9| 0| 0| 0| 0| 3]| [1| 0| 0| 0| 0| 2| 0| 0| 8]| [0| 5| 0| 0| 3| 8| 6| 0| 0]| [0| 3| 0| 0| 0| 0| 1| 0| 4]| [6| 2| 1| 3| 0| 0| 4| 0| 0]| [9| 8| 5| 0| 4| 1| 0| 3| 2]| [0| 0| 0| 0| 8| 0| 0| 0| 0]]","[[8| 6| 9| 7| 5| 3| 2| 4| 1]| [3| 1| 7| 8| 2| 4| 5| 6| 9]| [5| 4| 2| 9| 1| 6| 8| 7| 3]| [1| 9| 6| 4| 7| 2| 3| 5| 8]| [2| 5| 4| 1| 3| 8| 6| 9| 7]| [7| 3| 8| 5| 6| 9| 1| 2| 4]| [6| 2| 1| 3| 9| 7| 4| 8| 5]| [9| 8| 5| 6| 4| 1| 7| 3| 2]| [4| 7| 3| 2| 8| 5| 9| 1| 6]]"
40,14,41,0,0,0,81,0,0.35494327545166016,50,0,0,"[[0| 0| 0| 0| 5| 8| 0| 0| 0]| [8| 6| 0| 0| 0| 9| 4| 2| 5]| [0| 0| 1| 0| 0| 4| 0| 6| 8]| [0| 4| 2| 3| 6| 5| 8| 9| 7]| [0| 8| 3| 4| 0| 0| 0| 1| 2]| [0| 5| 0| 0| 2| 0| 0| 0| 0]| [0| 0| 8| 0| 0| 0| 1| 0| 0]| [0| 0| 0| 0| 0| 2| 0| 4| 9]| [0| 9| 0| 0| 0| 0| 0| 0| 3]]","[[9| 2| 4| 6| 5| 8| 3| 7| 1]| [8| 6| 7| 1| 3| 9| 4| 2| 5]| [5| 3| 1| 2| 7| 4| 9| 6| 8]| [1| 4| 2| 3| 6| 5| 8| 9| 7]| [6| 8| 3| 4| 9| 7| 5| 1| 2]| [7| 5| 9| 8| 2| 1| 6| 3| 4]| [2| 7| 8| 9| 4| 3| 1| 5| 6]| [3| 1| 6| 5| 8| 2| 7| 4| 9]| [4| 9| 5| 7| 1| 6| 2| 8| 3]]"
39,5,42,0,0,0,81,0,0.5099639892578125,50,0,0,"[[8| 2| 0| 9| 1| 3| 6| 0| 0]| [0| 3| 1| 0| 4| 0| 2| 0| 0]| [6| 0| 7| 0| 0| 0| 0| 3| 0]| [0| 0| 4| 0| 0| 7| 0| 0| 6]| [0| 0| 9| 0| 0| 8| 0| 0| 0]| [7| 1| 0| 2| 0| 5| 3| 9| 4]| [0| 0| 0| 0| 0| 1| 0| 5| 0]| [0| 0| 3| 0| 0| 0| 4| 0| 2]| [0| 0| 2| 3| 0| 4| 9| 0| 0]]","[[8| 2| 5| 9| 1| 3| 6| 4| 7]| [9| 3| 1| 7| 4| 6| 2| 8| 5]| [6| 4| 7| 5| 8| 2| 1| 3| 9]| [3| 5| 4| 1| 9| 7| 8| 2| 6]| [2| 6| 9| 4| 3| 8| 5| 7| 1]| [7| 1| 8| 2| 6| 5| 3| 9| 4]| [4| 9| 6| 8| 2| 1| 7| 5| 3]| [5| 8| 3| 6| 7| 9| 4| 1| 2]| [1| 7| 2| 3| 5| 4| 9| 6| 8]]"
36,4,45,0,0,0,81,0,0.3357818126678467,50,0,0,"[[9| 0| 0| 4| 0| 0| 0| 7| 0]| [8| 0| 0| 0| 0| 0| 4| 1| 0]| [0| 0| 6| 0| 2| 0| 0| 5| 0]| [4| 0| 0| 2| 0| 3| 7| 0| 0]| [7| 1| 0| 8| 0| 5| 0| 0| 0]| [0| 3| 8| 0| 4| 1| 9| 0| 0]| [0| 7| 4| 0| 8| 9| 0| 0| 6]| [0| 0| 0| 0| 5| 0| 8| 0| 7]| [0| 8| 0| 0| 0| 0| 5| 9| 4]]","[[9| 5| 3| 4| 1| 8| 6| 7| 2]| [8| 2| 7| 5| 3| 6| 4| 1| 9]| [1| 4| 6| 9| 2| 7| 3| 5| 8]| [4| 6| 5| 2| 9| 3| 7| 8| 1]| [7| 1| 9| 8| 6| 5| 2| 4| 3]| [2| 3| 8| 7| 4| 1| 9| 6| 5]| [5| 7| 4| 3| 8| 9| 1| 2| 6]| [6| 9| 2| 1| 5| 4| 8| 3| 7]| [3| 8| 1| 6| 7| 2| 5| 9| 4]]"
38,15,43,0,0,0,81,1,2.8820717334747314,50,0,0,"[[6| 9| 0| 0| 8| 0| 0| 2| 3]| [0| 0| 0| 4| 3| 2| 0| 6| 0]| [0| 0| 3| 0| 6| 5| 0| 0| 0]| [7| 4| 6| 0| 1| 0| 0| 0| 0]| [2| 0| 0| 3| 4| 6| 7| 0| 0]| [3| 0| 0| 8| 0| 7| 0| 0| 0]| [0| 0| 4| 2| 9| 0| 0| 0| 0]| [9| 0| 0| 0| 0| 0| 0| 0| 8]| [0| 8| 2| 6| 0| 0| 1| 4| 0]]","[[6| 9| 5| 7| 8| 1| 4| 2| 3]| [8| 7| 1| 4| 3| 2| 9| 6| 5]| [4| 2| 3| 9| 6| 5| 8| 1| 7]| [7| 4| 6| 5| 1| 9| 3| 8| 2]| [2| 5| 8| 3| 4| 6| 7| 9| 1]| [3| 1| 9| 8| 2| 7| 6| 5| 4]| [1| 3| 4| 2| 9| 8| 5| 7| 6]| [9| 6| 7| 1| 5| 4| 2| 3| 8]| [5| 8| 2| 6| 7| 3| 1| 4| 9]]"
